,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,5dq786,25-34 years old,1,"At the office, At home",Other,AeroPress,,,Regular drip coffee,,No - just black,,,,Juicy,Somewhat strong,Light,Full caffeine,8.0,2.0,3.0,1.0,Bright,1.0,1.0,2.0,,4.0,2.0,5.0,Chocolate,3.0,4.0,4.0,"Bright, Granny Smith Apple",Coffee C,Coffee D,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual, I need the caffeine",,Yes,Yes,More than $20,More than $20,Yes,$20-$50,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Republican
1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,zKQ92a,>65 years old,2,At home,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",,"Half and half, Whole milk",,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,5.0,"Sweet, honey, berry",2.0,2.0,3.0,"Chocolate, nutty, spicey, herbal",3.0,3.0,4.0,"Floral, jasmin, earthy, full body",2.0,,4.0,"Unique, floral, hibiscus, fruity, for spécial days but not everyday consumptions.",Coffee A,Coffee A,Coffee A,,,,,,,,,,,,,,,,,,,
1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,42N6zO,45-54 years old,2,At home,Espresso,,,,Cappuccino,,No - just black,,,,Fruity,Somewhat strong,Medium,Full caffeine,6.0,3.0,4.0,4.0,"Slightly odd tasting, sweet, liked it more as it cooled",3.0,4.0,2.0,"Smokey, burnt, boring.",3.0,4.0,4.0,"Tangy, different but good. The more I drank the more I liked it",2.0,4.0,5.0,"Fruity, strawberry, natural washed",Coffee C,Coffee D,Coffee D,I primarily work from home,$60-$80,It tastes good,,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1r2erg,18-24 years old,1,At home,"Pour over, Espresso, French press, Other","Aeropress, Moka pot",,,Cortado,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer, No - just black",,Half and half,Honey,Nutty,Somewhat strong,Dark,Full caffeine,6.0,3.0,5.0,2.0,,2.0,2.0,5.0,,2.0,1.0,4.0,,2.0,3.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, Other, I need the caffeine",Relaxation and calming after meals,Yes,Yes,$4-$6,$8-$10,No,"More than $1,000",Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat
1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,LdMrq2,35-44 years old,2,At home,"Pour over, Espresso",,,,Espresso,,No - just black,,,,Fruity,Somewhat strong,Nordic,Full caffeine,9.0,2.0,1.0,3.0,"Caramel, honey, sweet",3.0,2.0,2.0,Nutty,4.0,1.0,1.0,Dark and papery,1.0,1.0,2.0,Fruity and funky,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,It tastes good,,Yes,Yes,$6-$8,More than $20,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,MAd4VX,25-34 years old,1,"At home, At a cafe",Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,"Whole milk, Skim milk",,Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,3.0,4.0,3.0,"Can get both bitter and acid out on front
Citric feeling",3.0,1.0,4.0,"Smooth, more earthy and nutty
Bitterness comes on slowly",4.0,1.0,4.0,"Award for most standard, clean dark roast characteristics",3.0,4.0,2.0,"Hard to gauge bitterness due to fermented note
Generally dislike the flavor except after cognac",Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,It tastes good,,Yes,Yes,$6-$8,$15-$20,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,42N69k,25-34 years old,1,"At home, At the office","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",,,,Espresso,,No - just black,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,2.0,4.0,4.0,Simple compared to D but complex when you come back,3.0,2.0,4.0,,4.0,1.0,3.0,Chocolate,4.0,4.0,5.0,Super complex super balanced. High acidity and bitterness,Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,It tastes good,,Yes,Yes,$4-$6,More than $20,No,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,PABxYe,25-34 years old,3,At home,"Pour over, French press, Espresso, Other",AeroPress,,,Pourover,,No - just black,,,,Juicy,Somewhat strong,Light,Full caffeine,7.0,2.0,4.0,4.0,"Balanced, lil' funk, grape juice, bright",4.0,1.0,2.0,"Bold, nutty, chocolate, almost roasty",3.0,5.0,3.0,"Crisp, nut butter. I wonder if I switched B-C on accident.",2.0,4.0,5.0,"Stone fruit, the funk, juicy",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual, Other",It's a flavor hobby that isn't too expensive like fine dining and has no alcohol like wine and whiskey,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,,,White/Caucasian,,Employed full-time,,
1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,GrBGy2,25-34 years old,3,"At the office, On the go, At home",Espresso,,Local cafe,,Americano,,No - just black,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,1.0,4.0,3.0,"Basic, nothing special",2.0,2.0,2.0,Blandest,4.0,2.0,3.0,"Decent, would have preferred more flavor intensity",3.0,4.0,4.0,"Blackberry, fruity, lemony",Coffee C,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$8-$10,No,$500-$1000,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,
1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,EPbRb4,35-44 years old,2,"At home, At the office","Cold brew, Pour over",,,,Mocha,,No - just black,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,2.0,4.0,2.0,Fruity,3.0,2.0,5.0,"Chocolate, caramel",3.0,1.0,4.0,smokey,1.0,4.0,1.0,"fruity, orange?",Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine",,Yes,Yes,$6-$8,$8-$10,No,$50-$100,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,ZdR7ya,25-34 years old,1,"At the office, At home",Pour over,,,,Pourover,,No - just black,,,,Fruity,Medium,Medium,Half caff,8.0,2.0,3.0,5.0,"medium-light, slightly acidic, fruit after taste",4.0,2.0,2.0,"floral, tannin, tea-like. better with milk",5.0,1.0,1.0,"dark, grainy texture",1.0,5.0,4.0,"fruity, more floral as it cools down.",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,It tastes good,,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,bl4Jbo,25-34 years old,1,"At home, At a cafe","Pour over, Instant coffee",,,,Other,Miel,No - just black,,,,Sweet,Medium,Medium,Full caffeine,5.0,2.0,4.0,4.0,,3.0,2.0,4.0,,4.0,1.0,3.0,,2.0,4.0,5.0,"It was like someone chucked an apple straight into my mouth along with the coffee. Incredible!

I did this tasting with my sister, who has said she greatly dislikes acidic/fruity coffees. Turns out this one was her favorite too, HA!",Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat
1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,lNlG96,18-24 years old,1,"At a cafe, At home",Pour over,,,,Cappuccino,,No - just black,,,,Sweet,Somewhat strong,Light,Full caffeine,3.0,3.0,3.0,3.0,Roasted?,3.0,1.0,4.0,"Reminded me a lot of when my mother roasted tomatoes, peppers, chilis on a flat top, so the note would be roasted peppery, sort of dark",4.0,2.0,3.0,"Vegetal, roasted flavor",2.0,2.0,5.0,"Fruity, berry like",Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"I need the ritual, It tastes good, It makes me go to the bathroom",,Yes,No,$4-$6,$6-$8,Yes,$100-$300,Yes,Male,,High school graduate,Hispanic/Latino,,Employed part-time,,No affiliation
1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,ZdR7ga,35-44 years old,1,At home,"Espresso, Pour over, Other",Iced coffe,,,Latte,,"Flavor syrup, Milk, dairy alternative, or coffee creamer",,Whole milk,,Caramalized,Medium,Medium,Full caffeine,2.0,4.0,3.0,2.0,"dry, bitter",3.0,3.0,4.0,"balanced, smooth",5.0,4.0,4.0,"sweet, smooth, cherry",4.0,5.0,1.0,"lemon, sour",Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,"I need the ritual, I need the caffeine, It tastes good",,Yes,No,$8-$10,$4-$6,No,$500-$1000,Yes,Female,,Bachelor's degree,White/Caucasian,,Student,More than 3,Republican
1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,xdNWOy,35-44 years old,2,At home,"Pour over, French press, Cold brew",,,,Latte,,"Milk, dairy alternative, or coffee creamer",,"Whole milk, Oat milk, Half and half, Skim milk, Almond milk, Soy milk",,Chocolatey,Somewhat strong,Dark,Full caffeine,7.0,2.0,5.0,1.0,Citrus fruit,4.0,3.0,3.0,Smoke??,4.0,2.0,4.0,Warm nuts,3.0,2.0,4.0,Apple? Fruit? Richer flavor with milk,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,No,$8-$10,$15-$20,No,$300-$500,Yes,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,42N6Ro,25-34 years old,2,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,,,Pourover,,No - just black,,,,Juicy,Somewhat strong,Light,Full caffeine,8.0,2.0,4.0,5.0,Apple,3.0,2.0,3.0,"Nutty, Chocolate",4.0,2.0,2.0,"Herbal tea, woody, nutty",3.0,4.0,4.0,"Blueberry, floral",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$15-$20,No,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,zKQ9BZ,35-44 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Floral,Somewhat strong,Light,Full caffeine,5.0,3.0,3.0,3.0,"lemon, honey suckle",4.0,3.0,1.0,"Black tea, crust",3.0,4.0,2.0,"pine, hay",3.0,2.0,4.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual",,Yes,No,$8-$10,$15-$20,Yes,$300-$500,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,5dq7GE,25-34 years old,2,"At the office, At home, On the go","Pour over, French press, Other","Aeropress, Moka pot","Specialty coffee shop, Local cafe",,Pourover,,No - just black,,,,Juicy,Somewhat strong,Light,Full caffeine,8.0,2.0,5.0,4.0,"Caramel, toffee",4.0,2.0,2.0,Floral,3.0,2.0,2.0,Earthy,1.0,4.0,5.0,"Fermented, funky, fruity",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$10-$15,$15-$20,No,$300-$500,Yes,Male,,Bachelor's degree,Other (please specify),human,Employed full-time,,No affiliation
1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,g5NlDN,55-64 years old,2,"At home, At the office",Coffee brewing machine (e.g. Mr. Coffee),,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Nutty,Medium,Medium,Full caffeine,5.0,3.0,4.0,2.0,,3.0,3.0,4.0,,4.0,3.0,2.0,,2.0,2.0,2.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, Other",Clears my throat,Yes,No,$4-$6,$4-$6,No,$100-$300,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,2,
1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,42N6Do,25-34 years old,2,At home,Pour over,,,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Skim milk,"Artificial Sweeteners (e.g., Splenda), Honey",Fruity,Somewhat strong,Light,Full caffeine,7.0,1.0,5.0,3.0,"Sour, watery caramel, salty, lemon",3.0,3.0,4.0,"Thin, watery, bright, choco, caramel",3.0,2.0,4.0,"Heavy, viscous, full, expensive classic taste, forest floor, mellow",2.0,4.0,1.0,"Exotic, funky, sour, pink, fruity",Coffee C,Coffee A,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$15-$20,More than $20,No,$100-$300,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Student,,Democrat
1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,WApWXL,55-64 years old,3,At home,Cold brew,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",,"Oat milk, Coffee creamer, Whole milk, Skim milk, Almond milk",,Bold,Medium,Medium,Full caffeine,5.0,2.0,4.0,3.0,,3.0,2.0,2.0,,3.0,3.0,3.0,,5.0,4.0,1.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,No,$6-$8,$8-$10,No,$50-$100,Yes,Male,,Master's degree,White/Caucasian,,Employed part-time,2,No affiliation
1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,AlbgaB,25-34 years old,2,"At the office, On the go, At home","Pour over, Espresso, French press, Coffee brewing machine (e.g. Mr. Coffee)",,"Specialty coffee shop, Other, Local cafe",Online through roasters,Pourover,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,Nice sharp acidity. Definitely going to order from this roaster soon.,2.0,2.0,2.0,Tea-like body and taste. Not a lot going for it.,3.0,1.0,3.0,A bit more tasty than others. Nutty and classic in taste.,1.0,5.0,5.0,This was our favorite. Reminds us of blackberries.,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$8-$10,No,,,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,xdNqlo,35-44 years old,3,"At home, At the office","Pour over, French press, Espresso, Other",Moka Pot,,,Espresso,,No - just black,,,,Fruity,Medium,Medium,Full caffeine,7.0,4.0,4.0,4.0,"Juicy and sweet, tea-like consistency,",3.0,2.0,3.0,Roasty-toasty flavors,2.0,3.0,2.0,"Well balanced but kind of... meh. Earthy notes but, nothing that grabbed my interest.",3.0,4.0,5.0,"Berry fruits, blueberry and dark chocolate.",Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual, Other",Coffee for me is something so many people around the world partake in. I feel like part of that community when I make coffee for myself and others.,Yes,Yes,$8-$10,$6-$8,Yes,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,KMBE2z,18-24 years old,2,"At the office, At home, At a cafe","Pour over, Espresso",,,,Iced coffee,,No - just black,,,,Juicy,Somewhat strong,Light,Full caffeine,7.0,2.0,4.0,4.0,"Nice level of acidity, light fruitiness",4.0,1.0,1.0,Strong roasted notes. Chocolate,3.0,2.0,2.0,Roasted notes but a little more balenced. Less distinct tasting ntoes,1.0,4.0,5.0,"Super fruity, mild acidity. My personal favorite definitely the most interesting",Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the caffeine",,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,5dq7xv,25-34 years old,2,At home,"French press, Coffee brewing machine (e.g. Mr. Coffee)",,,,Pourover,,No - just black,,,,Bright,Somewhat strong,Light,Full caffeine,3.0,2.0,4.0,4.0,Citrusy/fruity acidic,2.0,1.0,2.0,"Soft, thin, ""weak dark""",3.0,2.0,3.0,"Normy, nothing distinct, but not thin, medium body?",2.0,5.0,5.0,"Distinct, clearly acidic but not citrusy, more complex",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, Other",I like the ritual; something to look forward to,Yes,No,$4-$6,$8-$10,Yes,$20-$50,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Independent
1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,QABZZY,35-44 years old,1,At home,"Espresso, Pour over",,,,Americano,,No - just black,,,,Full Bodied,Somewhat strong,Light,Full caffeine,4.0,2.0,1.0,2.0,citrus? lightly sweet,2.0,1.0,2.0,"chocolate, biscuit?",2.0,1.0,2.0,savory,2.0,2.0,3.0,"chocolate, berry",Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,MAdx0p,25-34 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,,Bright,Medium,Light,Full caffeine,5.0,1.0,5.0,3.0,,2.0,1.0,3.0,,3.0,2.0,4.0,,1.0,4.0,5.0,,Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",,Yes,Yes,$8-$10,$10-$15,No,$500-$1000,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,WApWgP,25-34 years old,2,"At home, At the office","Pour over, French press, Other",Aeropress,,,Pourover,,No - just black,,,,Juicy,Somewhat strong,Light,Full caffeine,8.0,1.0,4.0,5.0,"Caramel, Apple",4.0,1.0,1.0,"Roasty, Campfire",2.0,3.0,2.0,Harder to discern the notes,2.0,4.0,3.0,"Natural Process, Vitamin flavor",Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the ritual, I need the caffeine",,Yes,Yes,$8-$10,$8-$10,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,eBxJ8J,25-34 years old,1,At home,"Pour over, Espresso",,,,Cortado,,No - just black,,,,Bright,Somewhat strong,Light,Full caffeine,9.0,1.0,4.0,4.0,,4.0,2.0,2.0,,3.0,2.0,3.0,,2.0,3.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,,No,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,42N6Ob,35-44 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,7.0,2.0,4.0,4.0,Fruity and bright. Pink Lady Apple.,4.0,2.0,2.0,“Muddy” or “burned” flavors. Chocolate and nutty flavors.,3.0,2.0,3.0,Chocolate and nutty notes. More “toasted” flavors. More “full” mouthfeel.,2.0,3.0,4.0,"Bright and fruity flavors. Notes of sweet fruits/berries. Flavor complexity increased as it cooled. This started as 2nd favorite, but it became my favorite as it cooled.",Coffee A,Coffee D,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the ritual, I need the caffeine",,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Democrat
1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,WApWkQ,55-64 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Mocha,,"Milk, dairy alternative, or coffee creamer",,"Coffee creamer, Half and half",,Chocolatey,Medium,Medium,Full caffeine,3.0,2.0,3.0,4.0,Carmel,4.0,2.0,5.0,Chocolate,4.0,3.0,2.0,Fruitier,2.0,4.0,2.0,Fruit,Coffee B,Coffee A,Coffee B,I primarily work from home,<$20,"It tastes good, I need the caffeine, I need the ritual",,Yes,No,$4-$6,$4-$6,No,Less than $20,Yes,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,Independent
1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,KMBEEg,18-24 years old,1,At home,Pour over,,,,Regular drip coffee,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,1.0,4.0,3.0,"Lemons, caramel",2.0,1.0,3.0,"Black tea, pumpkin",1.0,2.0,4.0,"Cardamon, earthy spices",1.0,3.0,5.0,"Blueberries, lemon",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,,Yes,Yes,$4-$6,$8-$10,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,6dQldA,18-24 years old,Less than 1,At a cafe,,,,,Espresso,,Sugar or sweetener,,,Raw Sugar (Turbinado),Sweet,Medium,Light,Full caffeine,6.0,2.0,4.0,4.0,,3.0,2.0,4.0,,5.0,1.0,2.0,,1.0,5.0,3.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,It tastes good,,Yes,No,$8-$10,$6-$8,No,$100-$300,Yes,Non-binary,,Some college or associate's degree,Hispanic/Latino,,Student,,No affiliation
